YUL;Montreal;45.4697842;-73.7554174
YYZ;Toronto;43.6777215;-79.6270084
JFK;New York;40.6413151;-73.7803278
YLB;Kelowna;54.7702779;-112.0316666
YLC;Kimmirut;62.8500000;-69.8833331
YLD;Chapleau;47.8200001;-83.34666655
YLH;Lansdowne;52.1958333;-87.92999983
YLJ;Meadow Lake;54.1252777;-108.522778
YLK;Lake Simcoe;62.4181972;-110.6822419
YLL;Lloydminster;53.3091666;-110.0724998
YLP;Mingan;50.2900001;-64.14499998
YLQ;La Tuque;47.4097224;-72.78888881
YLR; Leaf Rapids;56.5133332;-99.98527765
